,country,date,enroll,gdppc,bband,trade,pop,rqi
0,Australia,1996-01-01 00:00:00,95.025310000000005,26101.731541109501,,37.927326728950902,18311000.0,1.2904181265621799
1,Australia,1998-01-01 00:00:00,94.284109999999998,27776.291082582102,,39.727477134790597,18711000.0,1.46810340970402
2,Australia,2000-01-01 00:00:00,94.602050000000006,29662.9652985211,,40.653500248565102,19153000.0,1.6551144645832701
3,Australia,2002-01-01 00:00:00,94.976320000000001,30661.561134996398,1.31656462228138,40.986893764129903,19651400.0,1.45651200923152
4,Australia,2003-01-01 00:00:00,94.908180000000002,31276.5457023528,2.6048229546998698,39.732375435337502,19895400.0,1.5909990868878101
5,Australia,2004-01-01 00:00:00,95.076160000000002,32200.841157247902,5.0338686842730702,36.462102624495699,20127400.0,1.74343246078693
6,Australia,2005-01-01 00:00:00,95.221770000000006,32719.025007473199,9.8806480450432108,38.5875284824712,20394800.0,1.60660740272959
7,Australia,2006-01-01 00:00:00,95.301230000000004,33233.325676957102,18.800349686504202,40.612118549289001,20697900.0,1.62597893217752
8,Australia,2007-01-01 00:00:00,96.825140000000005,33805.984480880797,,40.621252747031299,21072500.0,1.6811554878341499
9,Australia,2008-01-01 00:00:00,97.018510000000006,34405.904882547897,23.938104521387299,41.406547809806497,21498500.0,1.76963110587456
10,Australia,2009-01-01 00:00:00,97.184259999999995,34183.621261927197,23.248699908228801,44.713325966886003,21951700.0,1.78054574614345
11,Australia,2010-01-01 00:00:00,,34409.474418728103,24.182266661110202,39.870031919936302,22299800.0,1.6565528502784601
12,Austria,1996-01-01 00:00:00,89.644199999999998,28064.3986152582,,72.530600426342303,7959017.0,1.6021184804994799
13,Austria,1998-01-01 00:00:00,89.567769999999996,29732.908234964802,0.0,81.205172942009497,7976789.0,1.38657502869224
14,Austria,2000-01-01 00:00:00,,31775.733164030898,2.3798482693693401,90.671754722775603,8011566.0,1.6116286465782199
15,Austria,2002-01-01 00:00:00,,32307.1326699932,5.5795708035781999,92.609103954654103,8081957.0,1.59027926625617
16,Austria,2003-01-01 00:00:00,,32428.5308061863,7.3885251655502904,92.989950068347497,8121423.0,1.5570232219870399
17,Austria,2004-01-01 00:00:00,,33062.5315935994,10.6284816676405,99.190096896213504,8171966.0,1.54347504595046
18,Austria,2005-01-01 00:00:00,,33626.386832180498,14.261079303748399,103.693686958705,8227829.0,1.61832937665723
19,Austria,2006-01-01 00:00:00,,34688.342236658696,17.308884292525899,107.66253790996301,8268641.0,1.65379044210754
20,Austria,2007-01-01 00:00:00,,35834.556070774997,19.519161932387401,112.070151695145,8300788.0,1.70806877997838
21,Austria,2008-01-01 00:00:00,,36177.3611087221,20.726926519269298,112.77678367390099,8336926.0,1.6152578406440701
22,Austria,2009-01-01 00:00:00,,34681.087715832102,22.055909460372199,96.090230639035596,8365275.0,1.5151510820770999
23,Austria,2010-01-01 00:00:00,,35380.237659770297,23.851380878197801,103.634263972241,8389771.0,1.52484081511903
24,Belgium,1996-01-01 00:00:00,99.046890000000005,27033.174803367201,,128.105010535068,10156637.0,1.1915817695207001
25,Belgium,1998-01-01 00:00:00,,28453.8429433364,0.10785244592741,135.603596709394,10203008.0,1.03321902613651
26,Belgium,2000-01-01 00:00:00,99.190709999999996,30398.446805113101,1.4172511646391499,153.35487421944001,10251250.0,1.18195277392691
27,Belgium,2002-01-01 00:00:00,99.150480000000002,30815.599000974598,7.9521748776699903,147.64611719157199,10332785.0,1.2989066505949201
28,Belgium,2003-01-01 00:00:00,99.020679999999999,30934.381161381501,12.063621967274299,142.463317834847,10376133.0,1.2993521233693399
29,Belgium,2004-01-01 00:00:00,99.055199999999999,31807.1869757077,15.6410649307188,146.95987119232899,10421137.0,1.3567818890819101
30,Belgium,2005-01-01 00:00:00,99.06635,32189.351330962701,19.306161418500398,153.42297361873199,10478617.0,1.2477558955211101
31,Belgium,2006-01-01 00:00:00,98.955039999999997,32846.936687075999,23.4041683846471,157.71589159078999,10547958.0,1.319515213796
32,Belgium,2007-01-01 00:00:00,99.018280000000004,33558.651963876102,25.764971545982899,161.25027545009999,10625700.0,1.409559555642
33,Belgium,2008-01-01 00:00:00,98.997129999999999,33617.4296238842,27.9419292301281,168.185400638018,10709973.0,1.38898382601389
34,Belgium,2009-01-01 00:00:00,99.039019999999994,32414.001300748601,29.397750929608598,141.84126201626799,10796493.0,1.3275037307583799
35,Belgium,2010-01-01 00:00:00,,32837.352235763297,31.489191720812801,157.178703536629,10895785.0,1.3036007069748301
36,Canada,1996-01-01 00:00:00,99.270560000000003,27925.279453222,,72.747901690119306,29671900.0,1.38390943000399
37,Canada,1998-01-01 00:00:00,97.906369999999995,29720.998553941099,0.46490047875451301,80.884791135913304,30247900.0,1.55775729512534
38,Canada,2000-01-01 00:00:00,99.812290000000004,32446.787081833201,4.6007604500745298,85.404202393326301,30769700.0,1.5195778747233899
39,Canada,2002-01-01 00:00:00,,33349.456972692104,11.236591892768599,78.712990229030098,31362000.0,1.56521958498206
40,Canada,2003-01-01 00:00:00,,33639.977668901302,14.2777770149746,72.481628783975907,31676000.0,1.5213224016590401
41,Canada,2004-01-01 00:00:00,,34343.671862287702,16.954880327377001,72.529990564766095,31995000.0,1.64531586424761
42,Canada,2005-01-01 00:00:00,,35033.422929423199,21.6953517275265,71.893481433494998,32312000.0,1.56511078876832
43,Canada,2006-01-01 00:00:00,,35730.416473824997,24.653688316205201,69.756309444603403,32576074.0,1.56404373877624
44,Canada,2007-01-01 00:00:00,,36124.313151183902,27.519877743907401,67.977280171340198,32929733.0,1.6084150591328099
45,Canada,2008-01-01 00:00:00,,35948.056989137302,29.531674821682699,68.711278032303497,33319098.0,1.6635715388574801
46,Canada,2009-01-01 00:00:00,,34526.903332864298,30.510014298844698,59.180109680605099,33729690.0,1.69099831674975
47,Canada,2010-01-01 00:00:00,,35222.8820558886,29.8052806170212,60.739883097953502,34126181.0,1.68670248027245
48,Czech Republic,1996-01-01 00:00:00,87.084620000000001,16480.1486988748,,98.184068234392498,10315241.0,1.01447517706111
49,Czech Republic,1998-01-01 00:00:00,,16334.1382440287,0.0,105.010955173767,10294373.0,0.89242378028801705
50,Czech Republic,2000-01-01 00:00:00,,17340.751090432499,0.024407174147140099,124.008688392053,10272322.0,0.769012362228646
51,Czech Republic,2002-01-01 00:00:00,,18382.8427326604,0.149860424114795,116.44720801704401,10204853.0,1.16570003173046
52,Czech Republic,2003-01-01 00:00:00,,19070.4839212398,0.34012048049837001,119.38166895886199,10207362.0,1.1805959514936999
53,Czech Republic,2004-01-01 00:00:00,,19957.998166941801,2.3133086608901601,125.082719621791,10216016.0,1.07904476584584
54,Czech Republic,2005-01-01 00:00:00,,21264.413927322101,6.9375610407099799,126.13678958272899,10235828.0,1.11070260893095
55,Czech Republic,2006-01-01 00:00:00,,22683.447907676102,10.844352495166101,130.937043171581,10269134.0,1.0991233182889
56,Czech Republic,2007-01-01 00:00:00,,23833.455580934598,14.512206059518901,133.77109480138699,10334160.0,1.0320674602683699
57,Czech Republic,2008-01-01 00:00:00,,24359.4935497802,16.9560097130686,126.506056655591,10424336.0,1.15143426638653
58,Czech Republic,2009-01-01 00:00:00,,23076.6492834522,12.979122554356,115.38532717341199,10487178.0,1.26089246446546
59,Czech Republic,2010-01-01 00:00:00,,23635.216015951301,14.4954331284976,132.52948093060101,10519792.0,1.23629308904014
60,Denmark,1996-01-01 00:00:00,99.270979999999994,28686.841644919099,,70.750957467498495,5263074.0,1.72370312037631
61,Denmark,1998-01-01 00:00:00,99.712059999999994,30009.363313376802,0.0,74.224979911740604,5304219.0,1.71670074523119
62,Denmark,2000-01-01 00:00:00,98.064089999999993,31652.549890587401,1.25479890349304,86.979612245481505,5339616.0,1.6947802418243201
63,Denmark,2002-01-01 00:00:00,99.931259999999995,31807.813456779899,8.4032475891009906,88.537425595725907,5375931.0,1.74213106263968
64,Denmark,2003-01-01 00:00:00,,31843.1671067772,13.3401566388776,84.355556444007206,5390574.0,1.7550339667252199
65,Denmark,2004-01-01 00:00:00,98.157169999999994,32490.367125791101,18.843356270415601,85.764094449521906,5404523.0,1.77232242437495
66,Denmark,2005-01-01 00:00:00,96.056929999999994,33193.237289851299,24.7969164364462,93.072479205724406,5419432.0,1.66556444824251
67,Denmark,2006-01-01 00:00:00,96.389390000000006,34207.445516891101,31.8837131364829,100.96147540632001,5437272.0,1.8035314870064201
68,Denmark,2007-01-01 00:00:00,96.790440000000004,34595.280026423497,34.411323190342898,102.15276204768099,5461438.0,1.91742924994954
69,Denmark,2008-01-01 00:00:00,96.12979,34123.0250036008,36.106173344354502,106.297001058665,5493621.0,1.8931208366993
70,Denmark,2009-01-01 00:00:00,95.973609999999994,31960.902317078599,36.939503054730302,91.427829664613895,5523095.0,1.9022213460672099
